"student_id"	"course"	"rating"
"202234071314"	"Kafka"	"89.074"
"202234071314"	"Spark"	"138.237"
"202234071315"	"Flink"	"99.9999"
"202234071315"	"Hadoop"	"99.9997"
"202234071315"	"HBase"	"89.0043"
"202234071315"	"Hive"	"96.1498"
"202234071315"	"Kafka"	"99.5788"
"202234071315"	"Spark"	"66.6673"
"202234071316"	"Flink"	"33.2965"
"202234071316"	"Hadoop"	"47.9558"
"202234071316"	"HBase"	"100"
"202234071316"	"Hive"	"63.0369"
"202234071316"	"Kafka"	"54.814"
"202234071316"	"Spark"	"99.9996"
"202234071317"	"Flink"	"99.9998"
"202234071317"	"Hadoop"	"99.9997"
"202234071317"	"HBase"	"120.732"
"202234071317"	"Hive"	"100"
"202234071317"	"Kafka"	"115.494"
"202234071317"	"Spark"	"100"
"202234071318"	"Flink"	"100"
"202234071318"	"Hadoop"	"99.999"
"202234071318"	"HBase"	"99.9999"
"202234071318"	"Kafka"	"50.0012"
"202234071318"	"Spark"	"99.9953"
"202234071319"	"Flink"	"99.9998"
"202234071319"	"Hadoop"	"52.7192"
"202234071319"	"HBase"	"122.342"
"202234071319"	"Hive"	"100"
"202234071319"	"Kafka"	"67.1602"
"202234071319"	"Spark"	"99.9993"
"202234071320"	"Flink"	"99.9998"
"202234071320"	"Hadoop"	"114.854"
"202234071320"	"HBase"	"100"
"202234071320"	"Hive"	"100"
"202234071320"	"Kafka"	"99.9998"
"202234071320"	"Spark"	"99.9984"
"202234071401"	"Flink"	"34.051"
"202234071401"	"Hadoop"	"48.9231"
"202234071401"	"HBase"	"117.071"
"202234071401"	"Hive"	"69.9418"
"202234071401"	"Kafka"	"60.4864"
"202234071401"	"Spark"	"99.9997"
"202234071402"	"Flink"	"99.9998"
"202234071402"	"Hadoop"	"99.9995"
"202234071402"	"Hive"	"71.2266"
"202234071402"	"Kafka"	"100"
"202234071402"	"Spark"	"99.9976"
"202234071403"	"Hadoop"	"66.6667"
"202234071403"	"HBase"	"99.9997"
"202234071403"	"Hive"	"72.5406"
"202234071403"	"Kafka"	"99.9998"
"202234071403"	"Spark"	"38.636"
"202234071404"	"Flink"	"38.266"
"202234071404"	"Hadoop"	"79.0653"
"202234071404"	"HBase"	"63.1888"
"202234071404"	"Hive"	"99.9998"
"202234071404"	"Kafka"	"100"
"202234071404"	"Spark"	"52.086"
"202234071405"	"Hadoop"	"99.9998"
"202234071405"	"HBase"	"17.5944"
"202234071405"	"Hive"	"40.9318"
"202234071405"	"Kafka"	"100"
"202234071405"	"Spark"	"2.53481"
"202234071406"	"Flink"	"19.3659"
"202234071406"	"Hadoop"	"99.9999"
"202234071406"	"HBase"	"25.2867"
"202234071406"	"Hive"	"51.0084"
"202234071406"	"Kafka"	"99.9999"
"202234071406"	"Spark"	"37.3146"
"202234071407"	"Flink"	"99.9999"
"202234071407"	"Hadoop"	"99.9997"
"202234071407"	"HBase"	"127.936"
"202234071407"	"Hive"	"116.32"
"202234071407"	"Kafka"	"121.795"
"202234071407"	"Spark"	"100"
"202234071408"	"Flink"	"26.0858"
"202234071408"	"Hadoop"	"99.9999"
"202234071408"	"HBase"	"0.0000259876"
"202234071408"	"Hive"	"36.3374"
"202234071408"	"Kafka"	"80.3675"
"202234071408"	"Spark"	"36.5969"
"202234071409"	"Flink"	"22.2185"
"202234071409"	"Hadoop"	"99.9993"
"202234071409"	"HBase"	"99.9999"
"202234071409"	"Kafka"	"112.74"
"202234071409"	"Spark"	"99.9981"
"202234071410"	"Flink"	"99.9997"
"202234071410"	"Hadoop"	"108.272"
"202234071410"	"HBase"	"56.8724"
"202234071410"	"Hive"	"99.9999"
"202234071410"	"Kafka"	"99.9998"
"202234071410"	"Spark"	"105.834"
"202234071411"	"Hadoop"	"99.9997"
"202234071411"	"HBase"	"100"
"202234071411"	"Hive"	"100"
"202234071411"	"Kafka"	"134.209"
"202234071411"	"Spark"	"99.9988"
"202234071412"	"Flink"	"99.9999"
"202234071412"	"Hadoop"	"49.5805"
"202234071412"	"HBase"	"99.9998"
"202234071412"	"Hive"	"77.6206"
"202234071412"	"Spark"	"41.7713"
"202234071413"	"Flink"	"99.9994"
"202234071413"	"Hadoop"	"41.9393"
"202234071413"	"HBase"	"99.9998"
"202234071413"	"Hive"	"66.6667"
"202234071413"	"Spark"	"41.2137"
"202234071414"	"Flink"	"99.9996"
"202234071414"	"Hadoop"	"100"
"202234071414"	"HBase"	"60.9311"
"202234071414"	"Hive"	"99.9999"
"202234071414"	"Kafka"	"99.9997"
"202234071414"	"Spark"	"112.011"
"202234071415"	"Flink"	"46.4347"
"202234071415"	"Hadoop"	"94.2724"
"202234071415"	"HBase"	"100"
"202234071415"	"Hive"	"99.9999"
"202234071415"	"Kafka"	"99.9999"
"202234071415"	"Spark"	"99.9992"
"202234071416"	"Flink"	"19.366"
"202234071416"	"Hadoop"	"99.9999"
"202234071416"	"HBase"	"25.2867"
"202234071416"	"Hive"	"51.0084"
"202234071416"	"Kafka"	"99.9999"
"202234071416"	"Spark"	"37.3146"
"202234071417"	"Flink"	"49.9999"
"202234071417"	"Hadoop"	"46.1056"
"202234071417"	"HBase"	"39.8628"
"202234071417"	"Hive"	"66.6666"
"202234071417"	"Kafka"	"47.6355"
"202234071417"	"Spark"	"56.7856"
"202234071418"	"Flink"	"99.9988"
"202234071418"	"Hadoop"	"100"
"202234071418"	"HBase"	"43.8006"
"202234071418"	"Hive"	"66.6669"
"202234071418"	"Kafka"	"99.9994"
"202234071418"	"Spark"	"100.75"
"202234071419"	"Flink"	"23.2047"
"202234071419"	"Hadoop"	"17.4198"
"202234071419"	"HBase"	"99.9999"
"202234071419"	"Hive"	"48.6211"
"202234071419"	"Kafka"	"41.0382"
"202234071419"	"Spark"	"36.1791"
"202234071420"	"Flink"	"100"
"202234071420"	"Hadoop"	"99.9989"
"202234071420"	"HBase"	"100"
"202234071420"	"Hive"	"99.9999"
"202234071420"	"Kafka"	"100"
"202234071420"	"Spark"	"100.003"
"202234071501"	"Flink"	"34.051"
"202234071501"	"Hadoop"	"48.9231"
"202234071501"	"HBase"	"117.071"
"202234071501"	"Hive"	"69.9418"
"202234071501"	"Kafka"	"60.4864"
"202234071501"	"Spark"	"99.9997"
"202234071502"	"Flink"	"11.7701"
"202234071502"	"Hadoop"	"99.9999"
"202234071502"	"HBase"	"0.0000376105"
"202234071502"	"Hive"	"42.4394"
"202234071502"	"Kafka"	"99.9998"
"202234071502"	"Spark"	"0.721233"
"202234071503"	"Hadoop"	"80.0957"
"202234071503"	"HBase"	"33.4405"
"202234071503"	"Hive"	"51.5108"
"202234071503"	"Kafka"	"99.9999"
"202234071503"	"Spark"	"15.2318"
"202234071504"	"Hadoop"	"33.4087"
"202234071504"	"HBase"	"110.949"
"202234071504"	"Hive"	"50.0002"
"202234071504"	"Kafka"	"99.9999"
"202234071504"	"Spark"	"99.9981"
"202234071505"	"Flink"	"33.3479"
"202234071505"	"Hadoop"	"70.1982"
"202234071505"	"HBase"	"100"
"202234071505"	"Hive"	"61.0942"
"202234071505"	"Kafka"	"50"
"202234071505"	"Spark"	"99.9988"
"202234071506"	"Flink"	"99.9996"
"202234071506"	"Hadoop"	"88.713"
"202234071506"	"HBase"	"90.9198"
"202234071506"	"Hive"	"100.332"
"202234071506"	"Kafka"	"99.9998"
"202234071506"	"Spark"	"66.6669"
"202234071507"	"Flink"	"99.9997"
"202234071507"	"Hadoop"	"99.9999"
"202234071507"	"HBase"	"53.1949"
"202234071507"	"Hive"	"99.9998"
"202234071507"	"Kafka"	"83.043"
"202234071507"	"Spark"	"118.83"
"202234071508"	"Flink"	"30.103"
"202234071508"	"Hadoop"	"50"
"202234071508"	"HBase"	"40.7283"
"202234071508"	"Hive"	"66.6666"
"202234071508"	"Kafka"	"59.3822"
"202234071508"	"Spark"	"39.4011"
"202234071509"	"Flink"	"0"
"202234071509"	"Hadoop"	"0"
"202234071509"	"Hive"	"0"
"202234071509"	"Kafka"	"0"
"202234071509"	"Spark"	"0"
"202234071510"	"Flink"	"50"
"202234071510"	"Hadoop"	"99.9997"
"202234071510"	"HBase"	"54.4407"
"202234071510"	"Hive"	"99.9997"
"202234071510"	"Kafka"	"100"
"202234071510"	"Spark"	"81.0161"
"202234071511"	"Flink"	"57.3207"
"202234071511"	"Hadoop"	"99.9997"
"202234071511"	"HBase"	"99.9999"
"202234071511"	"Hive"	"99.9997"
"202234071511"	"Kafka"	"100"
"202234071511"	"Spark"	"106.945"
"202234071512"	"Flink"	"33.2965"
"202234071512"	"Hadoop"	"47.9558"
"202234071512"	"HBase"	"100"
"202234071512"	"Hive"	"63.0369"
"202234071512"	"Kafka"	"54.814"
"202234071512"	"Spark"	"99.9996"
"202234071513"	"Flink"	"99.9997"
"202234071513"	"Hadoop"	"99.9997"
"202234071513"	"HBase"	"13.6605"
"202234071513"	"Hive"	"52.4054"
"202234071513"	"Kafka"	"50.0001"
"202234071513"	"Spark"	"119.129"
"202234071514"	"Hadoop"	"99.9997"
"202234071514"	"HBase"	"100"
"202234071514"	"Hive"	"99.9999"
"202234071514"	"Kafka"	"123.113"
"202234071514"	"Spark"	"66.6664"
"202234071515"	"Flink"	"15.748"
"202234071515"	"Hadoop"	"64.396"
"202234071515"	"HBase"	"70.5282"
"202234071515"	"Hive"	"66.3639"
"202234071515"	"Kafka"	"99.9999"
"202234071515"	"Spark"	"49.9999"
"202234071516"	"Flink"	"99.9997"
"202234071516"	"Hadoop"	"98.786"
"202234071516"	"HBase"	"100"
"202234071516"	"Hive"	"99.9999"
"202234071516"	"Kafka"	"68.1227"
"202234071516"	"Spark"	"99.9987"
"202234071517"	"Flink"	"99.9996"
"202234071517"	"Hadoop"	"21.828"
"202234071517"	"HBase"	"100"
"202234071517"	"Hive"	"63.2686"
"202234071517"	"Kafka"	"0.000247955"
"202234071517"	"Spark"	"99.9992"
"202234071518"	"Flink"	"45.1939"
"202234071518"	"Hadoop"	"99.9998"
"202234071518"	"HBase"	"99.9999"
"202234071518"	"Hive"	"99.9998"
"202234071518"	"Kafka"	"113"
"202234071518"	"Spark"	"109.303"
"202234071519"	"Flink"	"34.051"
"202234071519"	"Hadoop"	"48.9231"
"202234071519"	"HBase"	"117.071"
"202234071519"	"Hive"	"69.9418"
"202234071519"	"Kafka"	"60.4864"
"202234071519"	"Spark"	"99.9997"
"202234071520"	"Hadoop"	"80.0957"
"202234071520"	"HBase"	"33.4405"
"202234071520"	"Hive"	"51.5108"
"202234071520"	"Kafka"	"99.9999"
"202234071520"	"Spark"	"15.2318"
"202234071601"	"Flink"	"28.4327"
"202234071601"	"Hadoop"	"51.4883"
"202234071601"	"HBase"	"24.9755"
"202234071601"	"Hive"	"66.6665"
"202234071601"	"Kafka"	"53.7067"
"202234071601"	"Spark"	"0.000213146"
"202234071602"	"Flink"	"46.8705"
"202234071602"	"Hadoop"	"75.1888"
"202234071602"	"HBase"	"128.331"
"202234071602"	"Hive"	"99.9999"
"202234071602"	"Kafka"	"84.7012"
"202234071602"	"Spark"	"99.9996"
"202234071603"	"Hadoop"	"99.9998"
"202234071603"	"HBase"	"100"
"202234071603"	"Hive"	"99.9998"
"202234071603"	"Kafka"	"162.044"
"202234071603"	"Spark"	"99.9987"
"202234071604"	"Flink"	"60.069"
"202234071604"	"Hadoop"	"99.9999"
"202234071604"	"HBase"	"128.79"
"202234071604"	"Hive"	"108.203"
"202234071604"	"Kafka"	"137.615"
"202234071604"	"Spark"	"99.9995"
"202234071605"	"Hadoop"	"99.9992"
"202234071605"	"HBase"	"99.9997"
"202234071605"	"Hive"	"99.9993"
"202234071605"	"Kafka"	"100.001"
"202234071605"	"Spark"	"19.9824"
"202234071606"	"Flink"	"34.2029"
"202234071606"	"Hadoop"	"30.4035"
"202234071606"	"HBase"	"106.671"
"202234071606"	"Hive"	"42.7207"
"202234071606"	"Kafka"	"0.0000858307"
"202234071606"	"Spark"	"99.9994"
"202234071607"	"Flink"	"99.9996"
"202234071607"	"Hadoop"	"89.594"
"202234071607"	"HBase"	"100"
"202234071607"	"Hive"	"83.6272"
"202234071607"	"Kafka"	"50"
"202234071607"	"Spark"	"99.9987"
"202234071608"	"Flink"	"99.9998"
"202234071608"	"Hadoop"	"99.9997"
"202234071608"	"Hive"	"91.8387"
"202234071608"	"Kafka"	"112.941"
"202234071608"	"Spark"	"99.9981"
"202234071609"	"Flink"	"99.9996"
"202234071609"	"Hadoop"	"30.3131"
"202234071609"	"HBase"	"99.9996"
"202234071609"	"Hive"	"50.0001"
"202234071609"	"Spark"	"40.3654"
"202234071610"	"Flink"	"99.9999"
"202234071610"	"Hadoop"	"6.0075"
"202234071610"	"Hive"	"46.208"
"202234071610"	"Kafka"	"20.5419"
"202234071610"	"Spark"	"99.9979"
"202234071611"	"Flink"	"10.323"
"202234071611"	"Hadoop"	"0.0000342131"
"202234071611"	"HBase"	"99.9998"
"202234071611"	"Hive"	"42.2912"
"202234071611"	"Kafka"	"27.0384"
"202234071611"	"Spark"	"36.7933"
"202234071612"	"Flink"	"51.1549"
"202234071612"	"Hadoop"	"92.269"
"202234071612"	"HBase"	"100"
"202234071612"	"Hive"	"99.9998"
"202234071612"	"Kafka"	"84.4864"
"202234071612"	"Spark"	"99.9992"
"202234071613"	"Hadoop"	"99.9992"
"202234071613"	"HBase"	"100"
"202234071613"	"Hive"	"99.9999"
"202234071613"	"Kafka"	"100.001"
"202234071613"	"Spark"	"99.998"
"202234071614"	"Flink"	"99.9995"
"202234071614"	"Hadoop"	"50.0003"
"202234071614"	"HBase"	"129.092"
"202234071614"	"Hive"	"117.119"
"202234071614"	"Kafka"	"99.9995"
"202234071614"	"Spark"	"99.9991"
"202234071615"	"Flink"	"19.3659"
"202234071615"	"Hadoop"	"99.9999"
"202234071615"	"HBase"	"25.2867"
"202234071615"	"Hive"	"51.0084"
"202234071615"	"Kafka"	"99.9999"
"202234071615"	"Spark"	"37.3146"
"202234071616"	"Flink"	"-0.000164986"
"202234071616"	"Hadoop"	"96.7157"
"202234071616"	"HBase"	"29.9694"
"202234071616"	"Hive"	"0.000479341"
"202234071616"	"Kafka"	"99.9995"
"202234071616"	"Spark"	"0.0000295639"
"202234071617"	"Flink"	"99.9997"
"202234071617"	"Hadoop"	"99.9999"
"202234071617"	"Hive"	"53.0123"
"202234071617"	"Kafka"	"55.4568"
"202234071617"	"Spark"	"2.95199"
"202234071618"	"Flink"	"99.9998"
"202234071618"	"Hadoop"	"52.7192"
"202234071618"	"HBase"	"122.342"
"202234071618"	"Hive"	"100"
"202234071618"	"Kafka"	"67.1602"
"202234071618"	"Spark"	"99.9993"
"202234071619"	"Flink"	"23.2047"
"202234071619"	"Hadoop"	"17.4198"
"202234071619"	"HBase"	"99.9999"
"202234071619"	"Hive"	"48.6211"
"202234071619"	"Kafka"	"41.0382"
"202234071619"	"Spark"	"36.1791"
"202234071620"	"Hadoop"	"65.3668"
"202234071620"	"HBase"	"73.727"
"202234071620"	"Hive"	"75"
"202234071620"	"Kafka"	"99.9997"
"202234071620"	"Spark"	"49.9997"
